locus	CF39 Log2FoldChange_25vs37	CF39 padj_25vs37	CF39 Log2FoldChange_29vs37	CF39 padj_29vs37	gene	product	locusNumber
PROKKA_02496_sense	-1.27646602520724	0.0418299129745312	NA	NA	n/a	"hypothetical protein"	PROKKA_02496
PROKKA_02498_sense	-0.499417770212753	0.0396029738877218	-0.565788035711241	0.0491398894079055	n/a	"cupin"	PROKKA_02498
PROKKA_02503_sense	-3.05305329712618	0.0114043757700902	NA	NA	n/a	"putative NUDIX hydrolase"	PROKKA_02503
PROKKA_02504_sense	-0.669160320909793	9.55824496819089e-06	-0.602639708109088	0.00232781130896226	idh	"isocitrate dehydrogenase"	PROKKA_02504
PROKKA_02505_igbot	-0.687372845609842	0.00399494984996228	NA	NA	icd	"isocitrate dehydrogenase"	PROKKA_02505
PROKKA_02507_igtop	0.44943727441161	0.0327227431661282	NA	NA	clpS	"ATP-dependent Clp protease adaptor protein ClpS"	PROKKA_02507
PROKKA_02509_sense	NA	NA	0.9011247890552	0.000329191954221738	infA	"initiation factor"	PROKKA_02509
PROKKA_02510_igbot	1.43892319753644	0.0169501286421972	2.00101299524496	0.00567778863493938	n/a	"arginyl-tRNA-protein transferase"	PROKKA_02510
PROKKA_02510_sense	1.0222322121182	0.0321590381561738	NA	NA	n/a	"arginyl-tRNA-protein transferase"	PROKKA_02510
PROKKA_02513_igtop	-0.600023080754827	0.00240485722327305	NA	NA	ftsK_1	"cell division protein FtsK"	PROKKA_02513
PROKKA_02515_sense	NA	NA	-0.510195478480519	0.0439781027480599	dnaX_1	"DNA polymerase subunits gamma and tau"	PROKKA_02515
PROKKA_02537_antis	0.6043642479435	0.0316408821725072	0.639812048054068	0.0373325694105297	n/a	"putative alkylhalidase pltM"	PROKKA_02537
PROKKA_02538_antis	1.05003586328545	0.0156800468178834	NA	NA	bexR_15	"bistable expression regulator BexR"	PROKKA_02538
PROKKA_02538_sense	0.692418059183517	0.00756829500779412	NA	NA	bexR_15	"bistable expression regulator BexR"	PROKKA_02538
PROKKA_02539_igtop	0.887073486799512	0.00659730955299778	NA	NA	pltL	"PltL"	PROKKA_02539
PROKKA_02555_sense	NA	NA	0.752447082984881	0.018309909152125	spuE_5	"polyamine transport protein"	PROKKA_02555
PROKKA_02562_sense	-0.662722856778361	0.0365954896334456	NA	NA	uvrC	"excinuclease ABC subunit C"	PROKKA_02562
PROKKA_02563_igtop	-1.33389094628529	0.000179469142103223	NA	NA	pgsA	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	PROKKA_02563
PROKKA_02564_sense	-0.647906475862638	0.0284880742414403	NA	NA	n/a	"tRNA-Gly"	PROKKA_02564
PROKKA_02565_igtop	-0.694842061246514	0.00244386990715649	NA	NA	n/a	"phage-related integrase"	PROKKA_02565
PROKKA_02565_sense	-1.16976343039093	4.5600768261077e-09	-0.837046297325771	0.000526574920171219	n/a	"phage-related integrase"	PROKKA_02565
PROKKA_02566_antis	-2.26320203648933	0.00529688667370521	-3.44524676646991	2.0099011845995e-25	n/a	"transcriptional regulator LysR family"	PROKKA_02566
PROKKA_02566_igtop	NA	NA	-2.27009825461786	0.0253695304408956	n/a	"transcriptional regulator LysR family"	PROKKA_02566
PROKKA_02567_sense	-3.32980911865611	0.00124723384907842	-3.59139913806368	0.000521590245512771	n/a	"XRE family transcriptional regulator"	PROKKA_02567
PROKKA_02568_antis	-0.924675119677619	0.02677514129218	-1.06664508254228	0.0250920181102767	catR_4	"transcriptional regulator CatR"	PROKKA_02568
PROKKA_02568_sense	1.3003734935902	0.0011999866890613	NA	NA	catR_4	"transcriptional regulator CatR"	PROKKA_02568
PROKKA_02569_antis	-2.36661101583114	0.0115203011239883	-2.79459873170647	0.00105293556277436	hpd_2	"4-hydroxyphenylpyruvate dioxygenase"	PROKKA_02569
PROKKA_02569_igbot	1.14118167272724	0.00567354032766756	NA	NA	hpd_2	"4-hydroxyphenylpyruvate dioxygenase"	PROKKA_02569
PROKKA_02569_igtop	-1.92349975251421	0.00103278394917819	-2.74660415447126	9.07092768856144e-07	hpd_2	"4-hydroxyphenylpyruvate dioxygenase"	PROKKA_02569
PROKKA_02570_sense	NA	NA	-2.41112468357146	3.30408021470164e-10	lrp_1	"leucine-responsive regulatory protein"	PROKKA_02570
PROKKA_02573_antis	NA	NA	-2.16148091308249	0.0100500206734606	n/a	"glutaredoxin"	PROKKA_02573
PROKKA_02574_antis	-2.6228570741869	0.0237565424247855	-3.3124371956625	0.000904819771189576	fdx2_2	"ferredoxin [2Fe-2S]"	PROKKA_02574
PROKKA_02575_antis	-1.78195166422612	0.0377513768205802	-2.07901142056836	0.0147074074033779	cueR_3	"CueR"	PROKKA_02575
PROKKA_02576_antis	-1.82723298340903	0.0338133766661239	-2.48237443314315	0.000208820206064734	kdpB_3	"potassium-transporting ATPase B chain"	PROKKA_02576
PROKKA_02580_antis	NA	NA	-1.05270815773318	0.0226556743012505	czcA_1	"Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux transporter CzcA"	PROKKA_02580
PROKKA_02584_sense	0.825792258569457	2.0900101463072e-05	NA	NA	n/a	"putative nrbE-like protein"	PROKKA_02584
PROKKA_02587_sense	0.614577783229988	0.0176396241040583	NA	NA	n/a	"hypothetical protein"	PROKKA_02587
PROKKA_02588_igbot	0.761065304078576	0.014664668537539	NA	NA	n/a	"hypothetical protein"	PROKKA_02588
PROKKA_02588_igtop	0.873491914810429	0.0138633767909671	NA	NA	n/a	"hypothetical protein"	PROKKA_02588
PROKKA_02591_sense	0.941009538457551	0.0338349099904494	NA	NA	mexF_2	"Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexF"	PROKKA_02591
PROKKA_02596_sense	0.883000191136384	0.00114825175168544	NA	NA	n/a	"Ketosteroid isomerase-related protein"	PROKKA_02596
PROKKA_02597_igbot	1.22518212581202	1.12329615905956e-09	0.550861310517033	0.0347658795909685	oprN_4	"Multidrug efflux outer membrane protein OprN precursor"	PROKKA_02597
PROKKA_02597_sense	0.604210316018333	0.0287233414333155	NA	NA	oprN_4	"Multidrug efflux outer membrane protein OprN precursor"	PROKKA_02597
PROKKA_02600_sense	0.441259094601382	0.0281458130755259	NA	NA	glcC_2	"transcriptional regulator GlcC"	PROKKA_02600
PROKKA_02601_igtop	0.517041174550112	0.00356802331899738	0.541068681270686	0.0121189914640512	fpvA_2	"ferripyoverdine receptor"	PROKKA_02601
PROKKA_02601_sense	1.09987393782355	1.29639693579163e-09	0.824339452384079	0.000291551297229114	fpvA_2	"ferripyoverdine receptor"	PROKKA_02601
PROKKA_02602_sense	1.88722666161514	1.61381345510993e-11	1.2630148426739	0.000235636495665159	n/a	"GntR family transcriptional regulator"	PROKKA_02602
PROKKA_02612_antis	-1.3826954926032	0.0368425032364672	-2.44178918468532	7.03824340591451e-06	n/a	"putative integral membrane protein"	PROKKA_02612
PROKKA_02613_antis	NA	NA	-3.66181182281248	0.00068046210414646	n/a	"integrating conjugative element protein"	PROKKA_02613
PROKKA_02618_antis	NA	NA	-2.43063837585471	0.000303337044661631	n/a	"conjugative transfer ATPase"	PROKKA_02618
PROKKA_02620_antis	NA	NA	-2.75406182085088	0.015462280886126	n/a	"integrating conjugative element protein"	PROKKA_02620
PROKKA_02633_antis	NA	NA	-2.49021165273631	0.0168608325713546	n/a	"plasmid-like protein"	PROKKA_02633
PROKKA_02663_sense	0.722127603558556	0.0118559585845756	NA	NA	kdpB_5	"potassium-transporting ATPase B chain"	PROKKA_02663
PROKKA_02664_igtop	0.722476380155524	7.68397439730497e-06	0.605455801222873	0.00840452180426466	cueR_6	"CueR"	PROKKA_02664
PROKKA_02664_sense	0.584616015299564	0.00511409030011668	0.826544412648979	1.16825030697335e-06	cueR_6	"CueR"	PROKKA_02664
PROKKA_02665_igtop	0.860572282933676	6.01108932599344e-05	NA	NA	n/a	"Co/Zn/Cd efflux system protein"	PROKKA_02665
PROKKA_02665_sense	1.21905360667528	9.56936826839137e-05	NA	NA	n/a	"Co/Zn/Cd efflux system protein"	PROKKA_02665
PROKKA_02679_igtop	-0.759934051273699	0.0492802840260665	NA	NA	rocsS2_2	"Two-component sensor RocS2"	PROKKA_02679
PROKKA_02679_sense	-0.709803764409664	0.000370738409593256	NA	NA	rocsS2_2	"Two-component sensor RocS2"	PROKKA_02679
PROKKA_02680_igtop	-0.467227890384752	0.0349617337288622	NA	NA	n/a	"putative activator of osmoprotectant transporter"	PROKKA_02680
PROKKA_02680_sense	-0.506469943595907	0.0290544154077075	NA	NA	n/a	"putative activator of osmoprotectant transporter"	PROKKA_02680
PROKKA_02682_sense	1.04592738521288	0.0453842794311937	NA	NA	n/a	"integrase (pseudogene)"	PROKKA_02682
PROKKA_02687_igtop	1.1150340966642	0.00968625019048899	1.23277369003042	0.0157376611260192	n/a	"hypothetical protein"	PROKKA_02687
PROKKA_02687_sense	0.687337717473933	0.0325484080086315	0.854732458978241	0.0195555826920685	n/a	"hypothetical protein"	PROKKA_02687
PROKKA_02699_igbot	1.44638677034958	9.16022251294893e-05	1.54681245657731	0.000114494034631467	rsmA_1	"RsmA"	PROKKA_02699
PROKKA_02699_sense	1.22905521192879	0.039711676438386	NA	NA	rsmA_1	"RsmA"	PROKKA_02699
PROKKA_02700_igbot	NA	NA	-1.33246737743286	0.034087556936647	n/a	"hypothetical protein"	PROKKA_02700
PROKKA_02705_sense	1.14577679399277	0.0225116437786655	NA	NA	n/a	"hypothetical protein"	PROKKA_02705
PROKKA_02706_sense	1.50531676711268	0.00233957986911723	1.26164502955855	0.0264831961105642	n/a	"hypothetical protein"	PROKKA_02706
PROKKA_02715_igtop	0.728109217656613	0.0177671269110276	NA	NA	n/a	"hypothetical protein"	PROKKA_02715
PROKKA_02715_sense	0.49066198255207	0.0251660683520393	NA	NA	n/a	"hypothetical protein"	PROKKA_02715
PROKKA_02718_igtop	NA	NA	-0.982493260665248	0.00183063487165249	n/a	"hypothetical protein"	PROKKA_02718
PROKKA_02718_sense	NA	NA	-0.53941014921807	0.00808677269986195	n/a	"hypothetical protein"	PROKKA_02718
PROKKA_02736_sense	0.684618442810125	0.000295401367595981	NA	NA	n/a	"bacteriophage lambda tail assembly I"	PROKKA_02736
PROKKA_02737_igtop	0.606347920933773	0.00394116408094482	NA	NA	n/a	"hypothetical protein"	PROKKA_02737
PROKKA_02753_sense	0.765357530971058	0.00121554866229591	0.885396460905889	0.0010476676045638	n/a	"putative nitroreductase"	PROKKA_02753
PROKKA_02759_igtop	-0.711888600414799	0.0499441088923005	NA	NA	lecA	"LecA"	PROKKA_02759
PROKKA_02761_antis	-1.95972647716753	0.0495550088454412	NA	NA	n/a	"hypothetical protein"	PROKKA_02761
PROKKA_02762_antis	NA	NA	-2.03817087916716	0.00646208117546295	bifA_2	"BifA"	PROKKA_02762
PROKKA_02762_sense	-1.5330452898094	3.28874432797456e-05	NA	NA	bifA_2	"BifA"	PROKKA_02762
PROKKA_02772_sense	-1.69808766809872	0.00987205387545598	-1.57513207843263	0.042991698528358	fadD2_2	"long-chain-fatty-acid--CoA ligase"	PROKKA_02772
PROKKA_02774_sense	-2.17433641867707	7.68397439730497e-06	-1.98376903870957	0.000523577102021717	acsA_1	"acetyl-coenzyme A synthetase"	PROKKA_02774
PROKKA_02775_sense	-2.90562404395345	8.68252676392293e-08	-2.3749411508611	0.000369116481701397	rhlG_5	"beta-ketoacyl reductase"	PROKKA_02775
PROKKA_02776_sense	-2.27104865932631	0.000140199091164111	-1.66037002992635	0.0467716037309866	atoB_2	"acetyl-CoA acetyltransferase"	PROKKA_02776
PROKKA_02798_sense	-2.05945693525525	0.000181720615350081	NA	NA	tpx	"thiol peroxidase"	PROKKA_02798
PROKKA_02863_igtop	5.72131184930999	0.000444047894630637	3.2644991424319	0.0103532336243457	foxI	"ECF sigma factor FoxI"	PROKKA_02863
PROKKA_02863_sense	2.15367054261865	0.0110673588855795	NA	NA	foxI	"ECF sigma factor FoxI"	PROKKA_02863
PROKKA_02865_sense	2.2863326328962	0.0209478242108143	NA	NA	foxA_3	"Ferrioxamine receptor FoxA"	PROKKA_02865
PROKKA_02868_sense	0.928068136336163	0.0174565616362344	NA	NA	cdrB_2	"cyclic diguanylate-regulated TPS partner B CdrB"	PROKKA_02868
PROKKA_02869_sense	0.807669603506037	6.09874591420193e-06	NA	NA	n/a	"hemagglutinin"	PROKKA_02869
PROKKA_02871_igtop	0.861026017266768	1.24464800218348e-05	NA	NA	n/a	"filamentous hemagglutinin"	PROKKA_02871
PROKKA_02873_igtop	-0.90690333179791	0.00239780799704599	-0.91717601452088	0.00858269996021985	n/a	"filamentous hemagglutinin"	PROKKA_02873
PROKKA_02874_igbot	1.69128109225302	5.2025556764636e-25	0.752015648212951	0.000779707285771435	n/a	"acetyltransferase"	PROKKA_02874
PROKKA_02903_sense	5.82430103671631	0.00147951743246466	5.56755743377317	0.00470366517308079	pvdS_2	"sigma factor PvdS"	PROKKA_02903
PROKKA_02904_igtop	4.42415584425176	0.00355810574228229	2.58647780529832	0.039004936446516	pvdG_2	"PvdG"	PROKKA_02904
PROKKA_02906_sense	1.22248593359413	2.06417337777967e-06	0.70948165714061	0.0211673113906081	n/a	"hypothetical protein"	PROKKA_02906
PROKKA_02907_igtop	1.16635804446959	0.0291023748712985	NA	NA	n/a	"BRO domain-containing protein"	PROKKA_02907
PROKKA_02923_sense	-2.74276254869392	0.00171878885539082	NA	NA	n/a	"putative adhesion protein"	PROKKA_02923
PROKKA_02927_sense	-1.96777246719436	1.30552302979414e-06	NA	NA	n/a	"propeptide PepSY amd peptidase M4"	PROKKA_02927
PROKKA_02928_sense	1.22846915916792	0.0245274424036918	1.70935470728024	0.00432096252254869	pvdL_2	"PvdL"	PROKKA_02928
PROKKA_02931_igbot	-2.4639320036777	0.0124072048715215	NA	NA	fpvA_3	"ferripyoverdine receptor"	PROKKA_02931
PROKKA_02932_sense	2.0641047541488	0.0158558303796935	3.40211695981078	0.00203952856383541	pvdE	"pyoverdine biosynthesis protein PvdE"	PROKKA_02932
PROKKA_02936_sense	2.92179729756036	0.012687111643972	NA	NA	n/a	"putative dipeptidase"	PROKKA_02936
PROKKA_02941_sense	0.990110032501302	4.73803635515025e-06	0.774003429603849	0.00539803736630538	fpvR_1	"FpvR"	PROKKA_02941
PROKKA_02942_igtop	1.19458926469917	6.82805736711658e-06	1.45142228411422	2.53992113265626e-05	fpvI_2	"FpvI"	PROKKA_02942
PROKKA_02943_sense	NA	NA	1.92925786386673	0.0330024971365495	pvdA	"L-ornithine N5-oxygenase"	PROKKA_02943
PROKKA_02957_sense	1.05101815415494	1.91266252240921e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_02957
PROKKA_03024_sense	0.806382639811469	0.0481983217872756	NA	NA	ambB	"AmbB"	PROKKA_03024
PROKKA_03057_sense	0.933058485695869	0.0317039669039602	NA	NA	pbpC	"penicillin-binding protein 3A"	PROKKA_03057
PROKKA_03071_igbot	1.50056144941815	9.61544726012671e-07	0.886560029618183	0.0158306637763103	ptxR_4	"transcriptional regulator PtxR"	PROKKA_03071
PROKKA_03081_sense	-1.27631620966204	0.0327136131072462	NA	NA	bkdA2_2	"2-oxoisovalerate dehydrogenase (beta subunit)"	PROKKA_03081
PROKKA_03082_sense	-0.826239713333104	0.0270666475560416	NA	NA	bkdA1_3	"2-oxoisovalerate dehydrogenase (alpha subunit)"	PROKKA_03082
PROKKA_03084_igtop	1.22989258860841	0.0255795994658118	NA	NA	bkdR_2	"transcriptional regulator BkdR"	PROKKA_03084
PROKKA_03095_sense	0.79173620981779	0.000563855659044507	NA	NA	pslE	"PslE"	PROKKA_03095
PROKKA_03099_sense	0.486569409885357	0.0369767841170795	NA	NA	pslA	"PslA"	PROKKA_03099
PROKKA_03100_igbot	0.947036124003951	1.12452907472416e-09	NA	NA	n/a	"transcriptional regulatory protein"	PROKKA_03100
PROKKA_03105_igbot	1.10174244483366	0.0452175639367159	NA	NA	n/a	"exodeoxyribonuclease V beta subunit"	PROKKA_03105
PROKKA_03105_sense	0.939354423235826	3.13103313649559e-06	0.541831752977738	0.0411224474584745	n/a	"exodeoxyribonuclease V beta subunit"	PROKKA_03105
PROKKA_03106_igbot	0.889566925465332	0.00131440808569614	0.746975722720947	0.0275261596800877	n/a	"recombination protein F"	PROKKA_03106
PROKKA_03106_sense	1.26645425467924	2.98255204988412e-15	0.554908196333666	0.00665112598602273	n/a	"recombination protein F"	PROKKA_03106
PROKKA_03115_sense	1.51339595798915	8.5626893866437e-08	0.753663964155703	0.0307059535478514	n/a	"Tn3 family transposase"	PROKKA_03115
PROKKA_03116_igtop	0.765291263031313	0.000116443060912922	1.11296892255266	2.52344665470015e-06	n/a	"Nucleotidyltransferase domain protein"	PROKKA_03116
PROKKA_03119_sense	0.52393071844817	0.00906972915022285	NA	NA	n/a	"hypothetical protein"	PROKKA_03119
PROKKA_03123_sense	NA	NA	-0.763937366900762	0.0494203447678867	n/a	"transposase"	PROKKA_03123
PROKKA_03125_sense	-1.6624982435451	0.0138633767909671	-2.5056453398864	3.46952668375552e-06	n/a	"phage tail protein"	PROKKA_03125
PROKKA_03129_igtop	-1.9592068025164	0.0146342509401928	-2.62689553798058	0.000479920389458809	n/a	"prophage PSPPH06 tail fiber protein"	PROKKA_03129
PROKKA_03129_sense	-2.6448794294534	0.00378879252507618	NA	NA	n/a	"prophage PSPPH06 tail fiber protein"	PROKKA_03129
PROKKA_03141_antis	-0.990580331658944	2.48810358281878e-05	NA	NA	n/a	"transposase"	PROKKA_03141
PROKKA_03144_igtop	0.830463775552273	0.00335790672371264	0.795505893867851	0.0198328371269539	n/a	"phage Gp37Gp68 family protein"	PROKKA_03144
PROKKA_03146_igtop	0.444874322812095	0.0200504138640078	-0.47090681317571	0.0439450377580061	n/a	"homospermidine synthase"	PROKKA_03146
PROKKA_03146_sense	0.656750115447226	4.08755348645323e-05	NA	NA	n/a	"homospermidine synthase"	PROKKA_03146
PROKKA_03147_sense	0.717294868227357	2.7693607317454e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_03147
PROKKA_03148_sense	0.751892151250554	4.59448835896833e-06	NA	NA	n/a	"carboxylate/amino acid/amine transporter"	PROKKA_03148
PROKKA_03149_igtop	0.880133225849713	5.83522687844791e-06	NA	NA	n/a	"tpnA repressor protein"	PROKKA_03149
PROKKA_03157_antis	0.535439587288669	0.0326888545395254	NA	NA	n/a	"hypothetical protein"	PROKKA_03157
PROKKA_03157_igtop	1.28510087498577	0.0460214239892676	1.74804287530106	0.0221174421155038	n/a	"hypothetical protein"	PROKKA_03157
PROKKA_03157_sense	0.911625707793567	0.000409122672415678	0.674828672713904	0.0364932481836961	n/a	"hypothetical protein"	PROKKA_03157
PROKKA_03158_antis	0.94025927962821	0.000478640644952175	0.940031723644181	0.00174541039372063	n/a	"hypothetical protein"	PROKKA_03158
PROKKA_03158_sense	0.600865867009438	0.00253386849395824	0.640348558406253	0.00575612833392677	n/a	"hypothetical protein"	PROKKA_03158
PROKKA_03159_antis	0.81438485958667	0.0335297566367595	NA	NA	n/a	"hypothetical protein"	PROKKA_03159
PROKKA_03159_sense	0.693726809903592	0.000995391848870421	NA	NA	n/a	"hypothetical protein"	PROKKA_03159
PROKKA_03160_sense	0.643882422660584	0.000438741235062623	NA	NA	n/a	"Integrase core domain protein"	PROKKA_03160
PROKKA_03164_antis	0.972762664262064	0.0368054627776092	NA	NA	n/a	"hypothetical protein"	PROKKA_03164
PROKKA_03174_igtop	NA	NA	1.43390267339433	0.00254860978381792	n/a	"TetR family transcriptional regulator"	PROKKA_03174
PROKKA_03191_sense	0.980185064083969	0.00882614441102942	NA	NA	n/a	"hypothetical protein"	PROKKA_03191
PROKKA_03264_igtop	1.97736574859541	0.000735246938335163	NA	NA	n/a	"hypothetical protein"	PROKKA_03264
PROKKA_03285_igtop	1.01434846673425	3.27378815965884e-05	NA	NA	cgrA	"cupA gene regulator A CgrA"	PROKKA_03285
PROKKA_03332_igtop	0.918714889458111	0.0255010924947558	NA	NA	kynR_2	"KynR"	PROKKA_03332
PROKKA_03372_sense	-0.912862114218581	1.39124959888002e-05	-0.66264617019679	0.013027353770008	dctA_2	"C4-dicarboxylate transport protein"	PROKKA_03372
PROKKA_03373_igbot	-1.29170727837003	3.32991461941078e-06	NA	NA	n/a	"Amino acid permease"	PROKKA_03373
PROKKA_03376_sense	-1.47137374985417	0.00884374995679254	NA	NA	n/a	"transport protein AzlD family"	PROKKA_03376
PROKKA_03377_igtop	NA	NA	-0.7153354108009	0.012027861284692	n/a	"transposase"	PROKKA_03377
PROKKA_03379_igtop	0.785966700320798	0.0224722580656495	NA	NA	n/a	"transposase"	PROKKA_03379
PROKKA_03380_sense	2.17283105837549	8.58310666815911e-28	0.945297590463113	0.000403391487827306	n/a	"ISPsy24 transposase OrfB"	PROKKA_03380
PROKKA_03381_igtop	2.2211194871947	1.28696006753766e-31	0.685580816408395	0.0164904516408729	ilvI_2	"acetolactate synthase large subunit"	PROKKA_03381
PROKKA_03396_sense	0.634050177423994	0.00265794970550854	NA	NA	nalD_3	"NalD"	PROKKA_03396
PROKKA_03397_sense	-0.644996894299582	0.028825928355313	-0.785938966032139	0.0225576533300264	mexX	"Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein precursor"	PROKKA_03397
PROKKA_03398_sense	NA	NA	-0.810188056665624	0.000212366588470164	mexY	"Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter"	PROKKA_03398
PROKKA_03401_sense	-0.842319430485338	0.000808453555667024	NA	NA	liuR	"regulator of liu genes"	PROKKA_03401
PROKKA_03433_igbot	1.5522864670565	0.000808453555667024	NA	NA	exaC	"NAD+ dependent aldehyde dehydrogenase ExaC"	PROKKA_03433
PROKKA_03450_sense	0.897507617415451	0.00130274253264032	NA	NA	n/a	"hypothetical protein"	PROKKA_03450
PROKKA_03454_sense	-1.07439212163463	3.88416809061801e-06	NA	NA	znuC_3	"zinc transport protein ZnuC"	PROKKA_03454
PROKKA_03459_sense	-0.866802567731693	5.76190722831702e-06	NA	NA	bacA	"bacitracin resistance protein"	PROKKA_03459
PROKKA_03460_igbot	-0.817129332474216	0.00079834815993376	NA	NA	n/a	"putative transporter"	PROKKA_03460
PROKKA_03479_antis	-0.6661426911095	0.00805676287259922	NA	NA	n/a	"hypothetical protein"	PROKKA_03479
PROKKA_03489_sense	-0.644979290736029	0.00640253655782925	NA	NA	n/a	"OsmC-like protein"	PROKKA_03489
PROKKA_03506_sense	NA	NA	2.49723972456321	0.0265978536402263	femA	"ferric-mycobactin receptor FemA"	PROKKA_03506
PROKKA_03519_sense	-1.06129175619459	0.0212960469975575	-1.2388988556025	0.00735569781013451	qscR	"quorum-sensing control repressor"	PROKKA_03519
PROKKA_03520_igbot	-1.05565840287478	0.0104237644348969	-1.17760502904718	0.0111998317281996	n/a	"putative desaturase"	PROKKA_03520
PROKKA_03520_igtop	-3.18671345984957	1.03841672820704e-38	-3.24114656526545	1.25114875492675e-40	n/a	"putative desaturase"	PROKKA_03520
PROKKA_03520_sense	-4.44459893643995	4.75111034725733e-09	-3.85691731969436	9.64240672550296e-06	n/a	"putative desaturase"	PROKKA_03520
PROKKA_03521_sense	-3.56783823163722	2.51626420969073e-07	-3.43064713537238	3.59784877466437e-06	n/a	"hypothetical protein"	PROKKA_03521
